4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4001,5005,3004,3007
4002,1005,8004,8004
20002,7001,2001,20007
20001,6002,3007,3001
20006,3004,6001,3004
8001,20005,3007,2002
8004,20005,3005,8004
4003,4004,4004,1004
5003,4001,20006,6001
3002,4005,3007,1005
4002,3001,8005,20005
5002,1005,4005,6002
30001,4003,5001,1001
1002,1001,1001,8004
4004,1003,3003,0
1001,1003,4005,20007
3002,3002,3001,20006
8005,9001,5003,6001
4004,3007,4005,3003
3003,5001,3001,1001
20003,9002,4004,20007
9001,5003,5001,1005
2001,8001,4004,8003
20002,8005,6001,20002
8005,4004,3002,8004
5003,4002,20001,1003
30001,20006,1001,1001
4001,1005,4004,20007
4003,3006,0,20004
1005,3004,2002,6001
4004,1002,4001,5002
2001,4001,2002,3003
8004,1001,8004,8002
9001,1001,1004,8005
4004,4005,20006,30001
3005,1001,5001,20001
20002,3002,1005,3002
5002,1001,6001,0
1001,1001,6001,8002
0,3002,9002,2002
5002,1003,1001,3003
3004,2001,20003,8005
5002,1003,0,3004
20006,30001,4003,1001
20002,1005,1001,1001
5003,8001,20007,5003
30001,20004,1005,1001
7001,3005,1003,8001
9002,3003,3005,8004
5001,20007,1005,20001
30001,20005,3003,0
1002,20004,1001,4003
20003,20003,6001,5002
20001,1001,6001,8004
3004,8005,6001,20001
3004,8005,5002,4005
5001,20006,8004,3001
1001,3007,6001,3007
4001,3002,7001,3005
1001,20007,1001,20007
1005,20006,1001,20002
9002,4005,3003,4004
20004,1001,5003,5002
8003,20001,20003,5002
4001,4003,30001,4005
2002,1001,8004,20002
5002,6001,20003,20007
3003,1004,4004,1003
20003,3001,20002,20002
4005,3007,4003,6001
1004,8005,20002,5002
1005,20003,1001,3006
4001,20006,1001,1001
4003,1001,2001,20004
5003,20004,20001,4005
1003,20005,7001,5002
1003,8005,1001,20001
7002,20002,4002,9001
6001,3004,30001,3007
2001,1003,2001,8005
20003,8004,30001,7001
1005,1004,5001,3005
8002,20001,1003,20004
1002,3007,2001,20005
4001,7001,4004,5001
4005,3001,3006,20004
5003,3004,8004,4004
3003,1001,20003,7001
2001,2002,4005,4003
20006,9001,1003,1004
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
4001,5005,3004,2003
1001,20003,1001,3005
1005,3003,4002,3002
4005,20003,4001,3002
3007,8004,20003,1004
5002,1003,8005,20005
9001,8004,8005,2002
20006,3005,3003,9002
20002,4001,4001,4004
1004,1001,8003,20001
5002,1004,3002,3001
8005,20007,20004,1001
20002,0,3003,3002
20002,20002,8002,20003
20007,20002,20005,1003
3002,1002,5002,8005
20007,1001,6001,20002
4001,4003,7001,3004
8005,0,20004,30001
3003,4004,1003,8004
20005,3004,1005,20001
1003,1003,2001,1001
20006,8004,3004,5003
1001,8005,2002,4003
3002,6001,4001,20005
20002,3002,3006,4002
1003,4001,3001,3003
4002,3007,20006,3004
7001,0,3001,4005
3003,1001,2002,20006
1003,1001,5003,5001
2001,8003,20002,20005
1003,2001,4002,8005
9001,3001,20006,3003
1005,8004,20004,2001
1005,20006,20005,4004
5001,20007,20007,1001
6002,1001,8005,30001
3006,2001,4005,7001
20003,3004,4002,20001
3003,3006,4001,7002
3006,5002,1005,1004
3002,1003,1005,20001
4003,1001,3001,20003
1001,0,3007,2001
20007,3003,5003,8005
20001,2002,20003,4004
3003,20006,8004,6001
9002,4004,20005,1001
3002,2001,20001,20003
3005,2001,8005,3007
3002,4001,8002,20004
4002,8004,3003,8004
3003,3003,3001,3003
4001,20007,1001,20001
20002,20003,3007,30001
3007,1004,2001,6001
1003,3004,4004,20003
4001,20006,3003,4001
1001,20004,30001,8005
1005,3006,0,1005
8003,5001,3001,1001
20002,8002,8004,3005
2001,1004,20007,3004
5002,4003,3003,3007
5002,20004,30001,1005
4005,3005,5001,2002
9001,5002,4004,8002
8005,1004,1005,3001
4001,5003,20006,3003
9002,3005,4003,1001
20007,4002,8005,4003
3004,20002,2002,1003
3005,4003,20004,20007
8005,1004,4003,1001
20003,3003,5003,20002
1002,1001,8005,8002
8005,7001,3004,3004
4005,1004,9002,7001
3006,8004,5002,6001
8005,1003,20003,2001
1004,4003,9001,9001
4005,20003,0,5002
2002,20006,1001,8002
3001,4002,5001,4005
4001,4005,4004,20006
4001,20003,6001,3004
20003,20001,5001,5003
5002,3005,3004,5002
3004,5002,4005,4003
4001,20005,1001,4003
4001,4003,3002,0
3002,4004,3002,3002
8004,4004,4003,8005
7002,5001,1001,20003
20001,1001,5002,8004
9001,20005,5002,20003
7002,3004,20006,4001
5003,5002,1004,20006
6002,0,3002,4001
1001,4004,20006,3003
1005,1004,20005,3003
3001,8002,20004,7001
3007,1001,8005,3002
5001,20006,2002,1001
4005,1005,5002,8002
3003,1005,1003,3006
4002,2002,3003,5002
0,1005,30001,4004
3005,5001,2002,5002
8004,8004,20002,7002
5003,4005,3007,6001
1005,2002,1005,20001
1003,5002,3003,4005
3006,20005,8004,1001
3007,2002,5003,1001
20007,4004,20007,3003
6002,1004,9001,1003
1005,3006,5002,1004
4002,3004,20006,3004
4003,3004,3004,7002
3005,8003,4003,3003
2002,1001,2001,1003
1004,20005,3007,9001
8005,20001,1001,3004
3003,9001,9001,3003
20003,4003,3002,9002
20002,20005,5003,3002
1001,4004,3004,8002
1001,5002,1001,20001
20003,20001,3003,20001
4005,20005,2001,3003
20001,3003,6001,8002
8003,1001,20003,3001
1001,3004,9001,1001
3006,3007,8002,8002
4003,4003,2001,5002
6001,2001,5002,4002
3007,1004,1001,5002
3003,1002,5002,20003
5001,4001,30001,20004
1004,8005,9001,6001
3005,1004,20004,20004
20003,4005,20002,20004
1003,1004,8005,3007
3001,2002,2002,1001
20002,6001,7001,3006
4004,3004,0,20005
20001,5001,8005,4003
1001,8005,20007,1003
8004,1004,1003,1003
20003,5002,8004,1001
4005,3006,3004,8004
30001,5001,3007,1003
5002,0,8002,5002
8004,1001,20001,6002
20006,1005,4002,20002
20002,3003,20004,3005
3003,8001,4003,20007
20007,1001,5002,1001
0,8005,9001,20003
1002,20001,3004,4004
5002,8002,20004,30001
1004,20006,20005,20006
8002,3003,1004,4001
20006,5001,8004,3007
30001,2002,9002,20004
5002,7002,20001,4003
1005,5001,4003,1004
1001,1004,2002,3007
3002,8001,20005,5001
9002,2002,1004,20007
20006,3004,3004,4001
4005,1004,3003,4003
3007,20002,3006,1003
4004,8005,1005,8003
8004,8003,3003,1005
7002,1001,8002,20005
3007,1001,5001,8004
1002,20007,5001,8003
3007,20007,8001,5003
1004,20003,2001,5003
3004,1004,1004,0
3007,1004,1001,4005
20002,1001,1001,20002
4005,3003,3003,8005
20001,0,6001,1004
4005,3001,9001,30001
5001,5002,4004,1004
5001,5002,3004,1001
20006,30001,1001,4004
20001,20007,4002,3001
5003,1005,4004,1003
4004,1001,8004,1001
1001,20001,20004,20004
20005,3003,5003,4004
30001,1001,8005,4004
2001,3002,3004,8002
8005,20006,20006,1005
4001,4003,3002,8003
20004,3002,9001,3007
8005,8002,5003,4001
1005,1004,8005,2002
1003,4001,9002,8004
3004,2001,9001,4003
30001,8005,20007,9001
